Título,Link,Snippet,Autores,Data de Publicação,Fonte,Similaridade com Título,Similaridade com Resumo,Similaridade Média
Transformer model incorporating local graph semantic attention for image caption,https://link.springer.com/article/10.1007/s00371-023-03180-7,"–decoder architecture for image caption, and with the introduction of the attention mechanism,   enters the multi-head self-attention module in the encoder to get the image feature space","K Qian, Y Pan, H Xu, L Tian",2023,The Visual Computer,0.7855235799864081,0.8024281568789462,0.7939758684326772
Neighborhood attention transformer,http://openaccess.thecvf.com/content/CVPR2023/html/Hassani_Neighborhood_Attention_Transformer_CVPR_2023_paper.html,"and scalable sliding window attention mechanism for vision. NA is  more vision transformers,  and attentionbased models in  An illustration of the overall network architecture is presented","A Hassani, S Walton, J Li, S Li",2023,Proceedings of the IEEE …,0.7927399835398976,0.7949258142976954,0.7938328989187965
AttentionMGT-DTA: A multi-modal drug-target affinity prediction using graph transformer and attention mechanism,https://www.sciencedirect.com/science/article/pii/S089360802300641X,"Thus, a cross-attention module was leveraged in our method  Secondly, the architecture of  graph transformer model  define the detailed update process of the l th layer: (6) Q i j k , l = Q k","H Wu, J Liu, T Jiang, Q Zou, S Qi, Z Cui, P Tiwari",2024,Neural Networks,0.7899454606892056,0.7970950537720881,0.7935202572306468
A survey on visual transformer,https://arxiv.org/abs/2012.12556,[9] first proposed transformer based on attention mechanism for  is similar to the self-attention  layer in the encoder module  model named TransPose based on Transformer architecture,"K Han, Y Wang, H Chen, X Chen, J Guo, Z Liu",2020,arXiv preprint arXiv …,0.7856563815893781,0.8013735360966547,0.7935149588430164
Deepvit: Towards deeper vision transformer,https://arxiv.org/abs/2103.11886,"architecture, we would like to highlight that the self-attention  replace the self-attention module  in ViT with Reattention and  and propose a novel Re-attention mechanism to solve it with","D Zhou, B Kang, X Jin, L Yang, X Lian, Z Jiang",2021,arXiv preprint arXiv …,0.764734299293633,0.8222890537969304,0.7935116765452817
Multi-scale hierarchical vision transformer with cascaded attention decoding for medical image segmentation,https://proceedings.mlr.press/v227/rahman24a.html,"an attention-based decoder, namely Cascaded Attention  as follows: • New Transformer  Architecture: We propose a  vision transformer using a spatial reduction attention mechanism.","MM Rahman, R Marculescu",2024,Medical Imaging with Deep …,0.7777273140478049,0.8092577138640513,0.7934925139559281
Psvit: Better vision transformer via token pooling and attention sharing,https://arxiv.org/abs/2108.03428,The flexible attention mechanism of the transformer in the whole pipeline intrigued the   independent multi-head attention module in designing the overall transformer architecture.,"B Chen, P Li, B Li, C Li, L Bai, C Lin, M Sun",2021,arXiv preprint arXiv …,0.7745353046675332,0.8122092476864711,0.7933722761770021
Local multi-head channel self-attention for facial expression recognition,https://www.mdpi.com/2078-2489/13/9/419,"multi-Head Channel self-attention, a novel self-attention module  alone spatial self-attention  architecture in which the transformer’ to improve the attention mechanism of the Transformer.","R Pecoraro, V Basile, V Bono",2022,Information,0.7722827833568322,0.81446036696028,0.7933715751585562
Transformer interpretability beyond attention visualization,http://openaccess.thecvf.com/content/CVPR2021/html/Chefer_Transformer_Interpretability_Beyond_Attention_Visualization_CVPR_2021_paper.html,lack of conservation in the attention mechanism due to matrix  The self-attention module  operates on a small sub-space dh  the architecture and propagation of information in the network,"H Chefer, S Gur, L Wolf",2021,… of the IEEE/CVF conference on …,0.7828786921705123,0.8037801147278496,0.7933294034491809
Per-former: rethinking person re-identification using transformer augmented with self-attention and contextual mapping,https://link.springer.com/article/10.1007/s00371-022-02577-0,"transformer architecture with a lightweight self-attention module,  The spatial transformer  networks module samples an  of SCM module in each layer of the baseline architecture","N Pervaiz, MM Fraz, M Shahzad",2023,The Visual Computer,0.7890459350593713,0.7972448878211054,0.7931454114402383
A novel time–frequency Transformer based on self–attention mechanism and its application in fault diagnosis of rolling bearings,https://www.sciencedirect.com/science/article/pii/S0888327021009468,"latest Transformer architecture based on attention mechanism has  only embed attention  mechanism as an auxiliary module into  a two-layer feed-forward network, whose hidden layer is","Y Ding, M Jia, Q Miao, Y Cao",2022,Mechanical Systems and Signal Processing,0.788374201581979,0.7978651663134477,0.7931196839477134
Hyperspectral image classification with multi-attention transformer and adaptive superpixel segmentation-based active learning,https://ieeexplore.ieee.org/abstract/document/10167502/,", the self-attention module of Transformer is applied to model  The detailed architecture of  multi-attention Transformer (MAT The value is computed via a linear layer WV ∈ RC×C, and V","C Zhao, B Qin, S Feng, W Zhu, W Sun",2023,IEEE Transactions on …,0.7716270740554201,0.8145827525183049,0.7931049132868625
Dynamic multi-headed self-attention and multiscale enhancement vision transformer for object detection,https://link.springer.com/article/10.1007/s11042-024-18234-8,"redesigned module, even in a single layer, the network can  Table 1 Layer wise architecture  of DGANet-ViT. Each stage  -headed self-attention mechanism, which enabled the model to","S Fang, X Lu, Y Huang, G Sun, X Liu",2024,Multimedia Tools and Applications,0.7719485845313174,0.8138894015650071,0.7929189930481623
Sparse MLP for image recognition: Is self-attention really necessary?,https://ojs.aaai.org/index.php/AAAI/article/view/20133,whether the core self-attention module in Transformer is the key  (a) illustrates the overall  architecture of our designed network.  this fusion module with concatenation and a FC layer:,"C Tang, Y Zhao, G Wang, C Luo, W Xie",2022,Proceedings of the AAAI …,0.7731191217829153,0.812650866879538,0.7928849943312266
A novel transformer network with a CNN-enhanced cross-attention mechanism for hyperspectral image classification,https://www.mdpi.com/2072-4292/16/7/1180,"from the previous module. Firstly, we apply a 2D convolutional layer with kernel sizes of ( 3   (1) Batch Size: Due to our observation that the performance of the transformer architecture","X Wang, L Sun, C Lu, B Li",2024,Remote Sensing,0.7811624572632683,0.8043504351207563,0.7927564461920122
Multi-view self-attention based transformer for speaker recognition,https://ieeexplore.ieee.org/abstract/document/9746639/,"These works utilize the attention mechanism as a selection of  We study five variants of the  Transformer architecture for iden with a 6-layer encoder, a 3-layer decoder, 512 attention size,","R Wang, J Ao, L Zhou, S Liu, Z Wei, T Ko",2022,ICASSP 2022-2022 …,0.7767052402104736,0.8087223489375531,0.7927137945740134
Double attention transformer for hyperspectral image classification,https://ieeexplore.ieee.org/abstract/document/10052741/,"is devised for cross-layer feature fusion. Experimental results  Fig.1 shows the architecture  of the proposed framework, which  networks including only one type of self-attention module,","P Tang, M Zhang, Z Liu, R Song",2023,IEEE Geoscience and …,0.7788753723238903,0.8058563050463691,0.7923658386851297
A lightweight transformer network for hyperspectral image classification,https://ieeexplore.ieee.org/abstract/document/10189879/,attention module that feeds attention heads with different splits of the full features to reduce  computational redundancy. A super token attention mechanism [ a hybrid architecture for HSI,"X Zhang, Y Su, L Gao, L Bruzzone",2023,IEEE Transactions on …,0.7847582721274184,0.7996514223243352,0.7922048472258768
Vision transformer attention with multi-reservoir echo state network for anomaly recognition,https://www.sciencedirect.com/science/article/pii/S0306457323000262,architecture into them. The vision transformer uses the transformer encoder module to   As a result of the deep features extracted with the attention mechanism from the consecutive,"W Ullah, T Hussain, SW Baik",2023,Information Processing & Management,0.7807845811218537,0.8034943368969667,0.7921394590094102
Twins transformer: Cross-attention based two-branch transformer network for rotating bearing fault diagnosis,https://www.sciencedirect.com/science/article/pii/S0263224123012514,"The Transformer architecture is already working well in various  relies on the attention  mechanism to build the model. Therefore,  The first sub-layer is the two-branches Twins Attention","J Li, Y Bao, WX Liu, PX Ji, LK Wang, Z Wang",2023,Measurement,0.8002304691108744,0.784020899450492,0.7921256842806832
Vitbis: Vision transformer for biomedical image segmentation,https://link.springer.com/chapter/10.1007/978-3-030-90874-4_4,a novel network incorporating attention mechanism in transformer architecture along with  multi scale module  The structure of Transformer layer used in this work is illustrated in Fig. 1:,A Sagar,2021,MICCAI Workshop on Distributed and Collaborative …,0.7706479355753101,0.8135803624579091,0.7921141490166096
Sanvis: Visual analytics for understanding self-attention networks,https://ieeexplore.ieee.org/abstract/document/8933677/,"inspired by humans’ attention mechanism, have seen  -of-the-art self-attention model  called Transformer, we demon self-attention module originally proposed in Transformer [26].","C Park, I Na, Y Jo, S Shin, J Yoo",2019,2019 IEEE …,0.7699608288647126,0.8140331824072327,0.7919970056359726
Transformer-based multivariate time series anomaly detection using inter-variable attention mechanism,https://www.sciencedirect.com/science/article/pii/S0950705124001424,bring forth an anomaly interpretation module to shed light on  employing the Transformer  [21] architecture. Although  × d model is the hidden representation of the l th layer. Lastly,"H Kang, P Kang",2024,Knowledge-Based Systems,0.7819211637377793,0.8019327680467142,0.7919269658922468
